created_at,id_str,retweet_count
"Wed Jan 11 05:04:18 +0000 2023","1613039071802138625",2
"Wed Jan 11 05:04:17 +0000 2023","1613039069382184960",0
"Wed Jan 11 05:04:17 +0000 2023","1613039068417495040",386
"Wed Jan 11 05:04:17 +0000 2023","1613039068148801537",577
"Wed Jan 11 05:04:17 +0000 2023","1613039068098576386",0
"Wed Jan 11 05:04:17 +0000 2023","1613039067440230401",7583
"Wed Jan 11 05:04:17 +0000 2023","1613039066987073536",120
"Wed Jan 11 05:04:16 +0000 2023","1613039066379063296",10
"Wed Jan 11 05:04:16 +0000 2023","1613039064961409024",4213
"Wed Jan 11 05:04:16 +0000 2023","1613039064055177216",112
"Wed Jan 11 05:04:16 +0000 2023","1613039063128236032",0
"Wed Jan 11 05:04:16 +0000 2023","1613039063107502081",472
"Wed Jan 11 05:04:15 +0000 2023","1613039060779692033",7583
"Wed Jan 11 05:04:15 +0000 2023","1613039060020350976",101
"Wed Jan 11 05:04:15 +0000 2023","1613039059282321408",91
"Wed Jan 11 05:04:14 +0000 2023","1613039057604329475",2600
"Wed Jan 11 05:04:14 +0000 2023","1613039057327783936",875
"Wed Jan 11 05:04:14 +0000 2023","1613039056774123521",2521
"Wed Jan 11 05:04:14 +0000 2023","1613039056681828353",1
"Wed Jan 11 05:04:14 +0000 2023","1613039055381618690",2514
"Wed Jan 11 05:04:14 +0000 2023","1613039054500790274",0
"Wed Jan 11 05:04:13 +0000 2023","1613039053280002051",5
"Wed Jan 11 05:04:13 +0000 2023","1613039053087313927",0
"Wed Jan 11 05:04:13 +0000 2023","1613039050591711232",0
"Wed Jan 11 05:04:12 +0000 2023","1613039047705772033",7717
"Wed Jan 11 05:04:12 +0000 2023","1613039045868756992",4415
"Wed Jan 11 05:04:11 +0000 2023","1613039043784097794",2247
"Wed Jan 11 05:04:11 +0000 2023","1613039043645693952",399
"Wed Jan 11 05:04:11 +0000 2023","1613039043066871808",42
"Wed Jan 11 05:04:10 +0000 2023","1613039041095634945",20610
"Wed Jan 11 05:04:10 +0000 2023","1613039037618749451",0
"Wed Jan 11 05:04:09 +0000 2023","1613039034783395840",137
"Wed Jan 11 05:04:09 +0000 2023","1613039033944530944",3841
"Wed Jan 11 05:04:09 +0000 2023","1613039033315098624",0
"Wed Jan 11 05:04:08 +0000 2023","1613039033130618880",251
"Wed Jan 11 05:04:08 +0000 2023","1613039031230554113",36
"Wed Jan 11 05:04:08 +0000 2023","1613039029078851584",147
"Wed Jan 11 05:04:07 +0000 2023","1613039026092773376",8970
"Wed Jan 11 05:04:06 +0000 2023","1613039024129687553",2
"Wed Jan 11 05:04:06 +0000 2023","1613039023995424768",1945
"Wed Jan 11 05:04:06 +0000 2023","1613039023492063234",96
"Wed Jan 11 05:04:06 +0000 2023","1613039021185187840",81
"Wed Jan 11 05:04:06 +0000 2023","1613039020900241408",0
"Wed Jan 11 05:04:05 +0000 2023","1613039018865823746",398
"Wed Jan 11 05:04:05 +0000 2023","1613039018555609095",0
"Wed Jan 11 05:04:05 +0000 2023","1613039018282995720",927
"Wed Jan 11 05:04:05 +0000 2023","1613039017905250304",253
"Wed Jan 11 05:04:05 +0000 2023","1613039017410596864",7583
"Wed Jan 11 05:04:05 +0000 2023","1613039016508641280",2091
"Wed Jan 11 05:04:04 +0000 2023","1613039016198418434",4
"Wed Jan 11 05:04:04 +0000 2023","1613039014713360387",1
"Wed Jan 11 05:04:04 +0000 2023","1613039014696873984",1
"Wed Jan 11 05:04:04 +0000 2023","1613039012817649668",0
"Wed Jan 11 05:04:04 +0000 2023","1613039012595523584",875
"Wed Jan 11 05:04:03 +0000 2023","1613039011785736193",577
"Wed Jan 11 05:04:03 +0000 2023","1613039008774344704",791
"Wed Jan 11 05:04:02 +0000 2023","1613039007373434883",875
"Wed Jan 11 05:04:02 +0000 2023","1613039006861647873",875
"Wed Jan 11 05:04:02 +0000 2023","1613039005561507840",2507
"Wed Jan 11 05:04:02 +0000 2023","1613039005351964674",1256
"Wed Jan 11 05:04:02 +0000 2023","1613039004236283909",1094
"Wed Jan 11 05:04:02 +0000 2023","1613039004022087680",383
"Wed Jan 11 05:04:01 +0000 2023","1613039002898292737",2312
"Wed Jan 11 05:04:01 +0000 2023","1613039002747293696",10
"Wed Jan 11 05:04:01 +0000 2023","1613039002059419648",4213
"Wed Jan 11 05:04:01 +0000 2023","1613039000616570880",0
"Wed Jan 11 05:04:01 +0000 2023","1613039000217862145",5532
"Wed Jan 11 05:04:01 +0000 2023","1613038999744176128",1567
"Wed Jan 11 05:04:00 +0000 2023","1613038999471534081",0
"Wed Jan 11 05:04:00 +0000 2023","1613038999177728000",3
"Wed Jan 11 05:04:00 +0000 2023","1613038998519439360",355
"Wed Jan 11 05:04:00 +0000 2023","1613038997265174528",15486
"Wed Jan 11 05:04:00 +0000 2023","1613038997076578305",7
"Wed Jan 11 05:04:00 +0000 2023","1613038995826425857",577
"Wed Jan 11 05:03:59 +0000 2023","1613038994174152704",4
"Wed Jan 11 05:03:59 +0000 2023","1613038991661481984",18
"Wed Jan 11 05:03:58 +0000 2023","1613038991019835393",7583
"Wed Jan 11 05:03:58 +0000 2023","1613038991007436802",2326
"Wed Jan 11 05:03:58 +0000 2023","1613038989878902784",80
"Wed Jan 11 05:03:58 +0000 2023","1613038987417092097",20
"Wed Jan 11 05:03:58 +0000 2023","1613038987354206208",0
"Wed Jan 11 05:03:57 +0000 2023","1613038986632511489",1342
"Wed Jan 11 05:03:56 +0000 2023","1613038980064317440",20610
"Wed Jan 11 05:03:56 +0000 2023","1613038979288563712",0
"Wed Jan 11 05:03:55 +0000 2023","1613038976411242496",2
"Wed Jan 11 05:03:55 +0000 2023","1613038976277057536",48
"Wed Jan 11 05:03:54 +0000 2023","1613038974477664257",0
"Wed Jan 11 05:03:54 +0000 2023","1613038973160652800",1
"Wed Jan 11 05:03:54 +0000 2023","1613038971017367552",172
"Wed Jan 11 05:03:54 +0000 2023","1613038970866401280",8970
"Wed Jan 11 05:03:53 +0000 2023","1613038969754714113",789
"Wed Jan 11 05:03:53 +0000 2023","1613038968626446336",16
"Wed Jan 11 05:03:53 +0000 2023","1613038967925907456",0
"Wed Jan 11 05:03:52 +0000 2023","1613038965225029635",761
"Wed Jan 11 05:03:52 +0000 2023","1613038964775985153",383
"Wed Jan 11 05:03:52 +0000 2023","1613038963350028290",0
"Wed Jan 11 05:03:52 +0000 2023","1613038962356158466",875
"Wed Jan 11 05:03:51 +0000 2023","1613038957972914177",2600
"Wed Jan 11 05:03:50 +0000 2023","1613038956861325312",0
"Wed Jan 11 05:03:50 +0000 2023","1613038955468824576",1342
"Wed Jan 11 05:03:50 +0000 2023","1613038954663579648",20610
"Wed Jan 11 05:03:49 +0000 2023","1613038950012313604",0
"Wed Jan 11 05:03:48 +0000 2023","1613038948711899136",101
"Wed Jan 11 05:03:48 +0000 2023","1613038948628168709",32
"Wed Jan 11 05:03:48 +0000 2023","1613038948498173953",3
"Wed Jan 11 05:03:48 +0000 2023","1613038948477014016",761
"Wed Jan 11 05:03:48 +0000 2023","1613038948363665408",0
"Wed Jan 11 05:03:48 +0000 2023","1613038948208762881",0
"Wed Jan 11 05:03:48 +0000 2023","1613038947843571712",7584
"Wed Jan 11 05:03:48 +0000 2023","1613038947059253249",7584
"Wed Jan 11 05:03:48 +0000 2023","1613038947038527488",4
"Wed Jan 11 05:03:48 +0000 2023","1613038945788624897",7
"Wed Jan 11 05:03:48 +0000 2023","1613038945666830337",5236
"Wed Jan 11 05:03:47 +0000 2023","1613038944249077760",0
"Wed Jan 11 05:03:47 +0000 2023","1613038941434937345",0
"Wed Jan 11 05:03:46 +0000 2023","1613038939753021440",0
"Wed Jan 11 05:03:46 +0000 2023","1613038939639619585",5236
"Wed Jan 11 05:03:46 +0000 2023","1613038939480137728",1342
"Wed Jan 11 05:03:46 +0000 2023","1613038938322571264",2312
"Wed Jan 11 05:03:46 +0000 2023","1613038938096078848",299
"Wed Jan 11 05:03:45 +0000 2023","1613038936682647552",0
"Wed Jan 11 05:03:45 +0000 2023","1613038935898480640",2980
"Wed Jan 11 05:03:45 +0000 2023","1613038934023442432",0
"Wed Jan 11 05:03:45 +0000 2023","1613038933994246144",0
"Wed Jan 11 05:03:44 +0000 2023","1613038931691409408",0
"Wed Jan 11 05:03:44 +0000 2023","1613038931658014720",0
"Wed Jan 11 05:03:44 +0000 2023","1613038931578322945",3
"Wed Jan 11 05:03:43 +0000 2023","1613038927308374017",67
"Wed Jan 11 05:03:43 +0000 2023","1613038926553354242",299
"Wed Jan 11 05:03:43 +0000 2023","1613038925353988096",12968
"Wed Jan 11 05:03:43 +0000 2023","1613038924259106817",0
"Wed Jan 11 05:03:42 +0000 2023","1613038922501849089",2326
"Wed Jan 11 05:03:42 +0000 2023","1613038922317135872",48
"Wed Jan 11 05:03:42 +0000 2023","1613038921272930304",0
"Wed Jan 11 05:03:42 +0000 2023","1613038920895176704",2326
"Wed Jan 11 05:03:42 +0000 2023","1613038920178012162",0
"Wed Jan 11 05:03:41 +0000 2023","1613038919511146497",1256
"Wed Jan 11 05:03:41 +0000 2023","1613038919440027648",40
"Wed Jan 11 05:03:41 +0000 2023","1613038919121240066",875
"Wed Jan 11 05:03:41 +0000 2023","1613038918923862017",2519
"Wed Jan 11 05:03:40 +0000 2023","1613038915803545601",25
"Wed Jan 11 05:03:40 +0000 2023","1613038914545287169",842
"Wed Jan 11 05:03:40 +0000 2023","1613038914524037120",2514
"Wed Jan 11 05:03:39 +0000 2023","1613038910426484737",2980
"Wed Jan 11 05:03:39 +0000 2023","1613038909872820224",0
"Wed Jan 11 05:03:39 +0000 2023","1613038909725999104",0
"Wed Jan 11 05:03:39 +0000 2023","1613038909457588226",6398
"Wed Jan 11 05:03:39 +0000 2023","1613038907884539904",4213
"Wed Jan 11 05:03:38 +0000 2023","1613038905665916928",8970
"Wed Jan 11 05:03:38 +0000 2023","1613038904386670592",5236
"Wed Jan 11 05:03:38 +0000 2023","1613038904181141504",547
"Wed Jan 11 05:03:38 +0000 2023","1613038903342112769",2353
"Wed Jan 11 05:03:37 +0000 2023","1613038902553575428",791
"Wed Jan 11 05:03:37 +0000 2023","1613038902474080256",7717
"Wed Jan 11 05:03:37 +0000 2023","1613038901676974080",0
"Wed Jan 11 05:03:37 +0000 2023","1613038899697455106",0
"Wed Jan 11 05:03:37 +0000 2023","1613038899546460160",0
"Wed Jan 11 05:03:37 +0000 2023","1613038899231686657",2980
"Wed Jan 11 05:03:36 +0000 2023","1613038898879549440",26
"Wed Jan 11 05:03:36 +0000 2023","1613038897294114824",875
"Wed Jan 11 05:03:36 +0000 2023","1613038896602054657",17321
"Wed Jan 11 05:03:36 +0000 2023","1613038896278896641",1
"Wed Jan 11 05:03:36 +0000 2023","1613038895637172225",2326
"Wed Jan 11 05:03:36 +0000 2023","1613038895196958722",0
"Wed Jan 11 05:03:35 +0000 2023","1613038894278389761",20610
"Wed Jan 11 05:03:35 +0000 2023","1613038894127403008",7584
"Wed Jan 11 05:03:35 +0000 2023","1613038893204668416",1945
"Wed Jan 11 05:03:35 +0000 2023","1613038892852314112",45
"Wed Jan 11 05:03:35 +0000 2023","1613038891724075011",2600
"Wed Jan 11 05:03:34 +0000 2023","1613038887890472962",0
"Wed Jan 11 05:03:34 +0000 2023","1613038886703304704",277
"Wed Jan 11 05:03:33 +0000 2023","1613038885973684225",2258
"Wed Jan 11 05:03:33 +0000 2023","1613038885566820353",0
"Wed Jan 11 05:03:33 +0000 2023","1613038885398876160",0
"Wed Jan 11 05:03:33 +0000 2023","1613038884119609345",1
"Wed Jan 11 05:03:33 +0000 2023","1613038883868135424",32
"Wed Jan 11 05:03:33 +0000 2023","1613038883712679941",0
"Wed Jan 11 05:03:33 +0000 2023","1613038883695902735",0
"Wed Jan 11 05:03:33 +0000 2023","1613038883373043712",142
"Wed Jan 11 05:03:33 +0000 2023","1613038883322691585",0
"Wed Jan 11 05:03:33 +0000 2023","1613038882777452545",5236
"Wed Jan 11 05:03:32 +0000 2023","1613038881074745345",0
"Wed Jan 11 05:03:32 +0000 2023","1613038880575610881",17321
"Wed Jan 11 05:03:32 +0000 2023","1613038880386879491",2258
"Wed Jan 11 05:03:32 +0000 2023","1613038880202100737",0
"Wed Jan 11 05:03:32 +0000 2023","1613038879564779522",927
"Wed Jan 11 05:03:32 +0000 2023","1613038879023538178",2600
"Wed Jan 11 05:03:32 +0000 2023","1613038878675320833",21
"Wed Jan 11 05:03:32 +0000 2023","1613038878650208258",216
"Wed Jan 11 05:03:31 +0000 2023","1613038877492609025",20610
"Wed Jan 11 05:03:31 +0000 2023","1613038876574220295",1094
"Wed Jan 11 05:03:31 +0000 2023","1613038876150607872",0
"Wed Jan 11 05:03:31 +0000 2023","1613038875139608578",160
"Wed Jan 11 05:03:31 +0000 2023","1613038875068465152",657
"Wed Jan 11 05:03:30 +0000 2023","1613038871805317128",284
"Wed Jan 11 05:03:30 +0000 2023","1613038871255842817",194
"Wed Jan 11 05:03:30 +0000 2023","1613038870664286222",1
"Wed Jan 11 05:03:29 +0000 2023","1613038866516283393",1161
"Wed Jan 11 05:03:29 +0000 2023","1613038865991831552",33
"Wed Jan 11 05:03:28 +0000 2023","1613038863043141632",0
"Wed Jan 11 05:03:28 +0000 2023","1613038862556876800",1945
"Wed Jan 11 05:03:27 +0000 2023","1613038860727984128",0
"Wed Jan 11 05:03:27 +0000 2023","1613038860585562113",0
