created_at,id_str,retweet_count
"Wed Jan 11 04:49:11 +0000 2023","1613035270412316680",257
"Wed Jan 11 04:49:10 +0000 2023","1613035266385797120",20613
"Wed Jan 11 04:49:10 +0000 2023","1613035265840353280",882
"Wed Jan 11 04:49:10 +0000 2023","1613035265777442817",18722
"Wed Jan 11 04:49:10 +0000 2023","1613035264536109056",51
"Wed Jan 11 04:49:10 +0000 2023","1613035264506568705",0
"Wed Jan 11 04:49:10 +0000 2023","1613035262858199041",17321
"Wed Jan 11 04:49:09 +0000 2023","1613035262417989632",7
"Wed Jan 11 04:49:09 +0000 2023","1613035262329905155",0
"Wed Jan 11 04:49:09 +0000 2023","1613035260719124480",1945
"Wed Jan 11 04:49:09 +0000 2023","1613035260274434048",99
"Wed Jan 11 04:49:09 +0000 2023","1613035260174041089",6
"Wed Jan 11 04:49:09 +0000 2023","1613035259943178240",8976
"Wed Jan 11 04:49:09 +0000 2023","1613035259129389056",92
"Wed Jan 11 04:49:08 +0000 2023","1613035257145724929",93
"Wed Jan 11 04:49:08 +0000 2023","1613035256315105280",0
"Wed Jan 11 04:49:08 +0000 2023","1613035256126357505",3842
"Wed Jan 11 04:49:08 +0000 2023","1613035255015047168",1
"Wed Jan 11 04:49:08 +0000 2023","1613035254721265672",16
"Wed Jan 11 04:49:08 +0000 2023","1613035254440148992",0
"Wed Jan 11 04:49:07 +0000 2023","1613035253626540034",924
"Wed Jan 11 04:49:06 +0000 2023","1613035248098643968",792
"Wed Jan 11 04:49:06 +0000 2023","1613035247565959170",133
"Wed Jan 11 04:49:06 +0000 2023","1613035247238631424",2611
"Wed Jan 11 04:49:06 +0000 2023","1613035246324269056",277
"Wed Jan 11 04:49:05 +0000 2023","1613035245657534465",88
"Wed Jan 11 04:49:05 +0000 2023","1613035245422481408",2314
"Wed Jan 11 04:49:05 +0000 2023","1613035245409902593",26
"Wed Jan 11 04:49:05 +0000 2023","1613035241865728001",51
"Wed Jan 11 04:49:05 +0000 2023","1613035241836523520",0
"Wed Jan 11 04:49:04 +0000 2023","1613035240368541696",67
"Wed Jan 11 04:49:04 +0000 2023","1613035239684870144",0
"Wed Jan 11 04:49:04 +0000 2023","1613035239663718401",1095
"Wed Jan 11 04:49:04 +0000 2023","1613035239017693185",0
"Wed Jan 11 04:49:04 +0000 2023","1613035238350782464",8976
"Wed Jan 11 04:49:03 +0000 2023","1613035236832739335",3843
"Wed Jan 11 04:49:03 +0000 2023","1613035234370670593",2259
"Wed Jan 11 04:49:02 +0000 2023","1613035233183694849",271
"Wed Jan 11 04:49:02 +0000 2023","1613035232177033217",383
"Wed Jan 11 04:49:01 +0000 2023","1613035228662231040",150
"Wed Jan 11 04:49:01 +0000 2023","1613035228599324673",4233
"Wed Jan 11 04:49:01 +0000 2023","1613035227353317376",1945
"Wed Jan 11 04:49:01 +0000 2023","1613035226833330177",1346
"Wed Jan 11 04:49:01 +0000 2023","1613035226581839872",104
"Wed Jan 11 04:49:01 +0000 2023","1613035226149621760",48
"Wed Jan 11 04:49:00 +0000 2023","1613035224530669568",287
"Wed Jan 11 04:49:00 +0000 2023","1613035223389798402",1346
"Wed Jan 11 04:49:00 +0000 2023","1613035220663521280",0
"Wed Jan 11 04:48:59 +0000 2023","1613035220328124416",0
"Wed Jan 11 04:48:58 +0000 2023","1613035215768924162",20613
"Wed Jan 11 04:48:58 +0000 2023","1613035214858555399",13
"Wed Jan 11 04:48:58 +0000 2023","1613035214791639041",0
"Wed Jan 11 04:48:58 +0000 2023","1613035212941705217",0
"Wed Jan 11 04:48:58 +0000 2023","1613035212673536000",482
"Wed Jan 11 04:48:58 +0000 2023","1613035212539322368",0
"Wed Jan 11 04:48:57 +0000 2023","1613035210190499846",41
"Wed Jan 11 04:48:57 +0000 2023","1613035208185446400",113
"Wed Jan 11 04:48:56 +0000 2023","1613035207791185920",1346
"Wed Jan 11 04:48:56 +0000 2023","1613035207036133376",1
"Wed Jan 11 04:48:56 +0000 2023","1613035206818271233",5533
"Wed Jan 11 04:48:56 +0000 2023","1613035206054924288",927
"Wed Jan 11 04:48:56 +0000 2023","1613035205773922304",389
"Wed Jan 11 04:48:56 +0000 2023","1613035205744263168",0
"Wed Jan 11 04:48:55 +0000 2023","1613035203600982016",14
"Wed Jan 11 04:48:55 +0000 2023","1613035200929210371",3307
"Wed Jan 11 04:48:55 +0000 2023","1613035200644276225",389
"Wed Jan 11 04:48:54 +0000 2023","1613035198395961344",269
"Wed Jan 11 04:48:54 +0000 2023","1613035196843966466",793
"Wed Jan 11 04:48:54 +0000 2023","1613035196672245760",0
"Wed Jan 11 04:48:54 +0000 2023","1613035196399353856",882
"Wed Jan 11 04:48:54 +0000 2023","1613035195803762689",77
"Wed Jan 11 04:48:53 +0000 2023","1613035194835173378",6
"Wed Jan 11 04:48:53 +0000 2023","1613035192549097472",242
"Wed Jan 11 04:48:53 +0000 2023","1613035191739781120",0
"Wed Jan 11 04:48:52 +0000 2023","1613035190745456643",0
"Wed Jan 11 04:48:52 +0000 2023","1613035189835382785",438
"Wed Jan 11 04:48:52 +0000 2023","1613035189495648256",0
"Wed Jan 11 04:48:51 +0000 2023","1613035185582358528",892
"Wed Jan 11 04:48:51 +0000 2023","1613035183724453889",3
"Wed Jan 11 04:48:51 +0000 2023","1613035183581577216",765
"Wed Jan 11 04:48:51 +0000 2023","1613035183284060160",20613
"Wed Jan 11 04:48:50 +0000 2023","1613035182126436352",41
"Wed Jan 11 04:48:50 +0000 2023","1613035179152666624",8976
"Wed Jan 11 04:48:49 +0000 2023","1613035178187972609",7721
"Wed Jan 11 04:48:49 +0000 2023","1613035177864998914",0
"Wed Jan 11 04:48:49 +0000 2023","1613035176229228544",8976
"Wed Jan 11 04:48:49 +0000 2023","1613035175780274189",0
"Wed Jan 11 04:48:49 +0000 2023","1613035175612452865",79
"Wed Jan 11 04:48:49 +0000 2023","1613035174920613890",150
"Wed Jan 11 04:48:49 +0000 2023","1613035174526066689",26
"Wed Jan 11 04:48:48 +0000 2023","1613035173343539202",228
"Wed Jan 11 04:48:48 +0000 2023","1613035172240171008",8976
"Wed Jan 11 04:48:47 +0000 2023","1613035169145040899",0
"Wed Jan 11 04:48:47 +0000 2023","1613035167479918593",3
"Wed Jan 11 04:48:47 +0000 2023","1613035167039500289",6
"Wed Jan 11 04:48:47 +0000 2023","1613035166733156352",5240
"Wed Jan 11 04:48:47 +0000 2023","1613035166703955969",765
"Wed Jan 11 04:48:47 +0000 2023","1613035166292709379",2314
"Wed Jan 11 04:48:46 +0000 2023","1613035165781233664",0
"Wed Jan 11 04:48:46 +0000 2023","1613035164946276353",0
"Wed Jan 11 04:48:46 +0000 2023","1613035164270993409",1095
"Wed Jan 11 04:48:46 +0000 2023","1613035164011057152",1248
"Wed Jan 11 04:48:46 +0000 2023","1613035163331756032",0
"Wed Jan 11 04:48:46 +0000 2023","1613035162660388864",670
"Wed Jan 11 04:48:45 +0000 2023","1613035160869404672",472
"Wed Jan 11 04:48:45 +0000 2023","1613035159120670721",0
"Wed Jan 11 04:48:45 +0000 2023","1613035158336331777",3
"Wed Jan 11 04:48:45 +0000 2023","1613035158050832385",882
"Wed Jan 11 04:48:44 +0000 2023","1613035156691886081",20613
"Wed Jan 11 04:48:44 +0000 2023","1613035154574020609",0
"Wed Jan 11 04:48:44 +0000 2023","1613035154485964800",0
"Wed Jan 11 04:48:44 +0000 2023","1613035154351554581",7607
"Wed Jan 11 04:48:44 +0000 2023","1613035154326388736",2611
"Wed Jan 11 04:48:43 +0000 2023","1613035152615129088",10
"Wed Jan 11 04:48:43 +0000 2023","1613035151935819776",882
"Wed Jan 11 04:48:43 +0000 2023","1613035151738507265",3
"Wed Jan 11 04:48:43 +0000 2023","1613035149398089728",7607
"Wed Jan 11 04:48:42 +0000 2023","1613035148861218816",350
"Wed Jan 11 04:48:42 +0000 2023","1613035147393400834",1945
"Wed Jan 11 04:48:42 +0000 2023","1613035146902388738",670
"Wed Jan 11 04:48:42 +0000 2023","1613035146390953984",66
"Wed Jan 11 04:48:42 +0000 2023","1613035145912807424",62
"Wed Jan 11 04:48:41 +0000 2023","1613035144926969861",150
